File.Paths,fname,date,stn,day,daytime,select3,survey,sw,gid,sw2,mountpath
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_010000.wav,SWIFT_20200511_010000,2020-05-11 01:00:00,C#1,200511,FALSE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_010000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_012000.wav,SWIFT_20200511_012000,2020-05-11 01:20:00,C#1,200511,FALSE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_012000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_014001.wav,SWIFT_20200511_014001,2020-05-11 01:40:01,C#1,200511,FALSE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_014001.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_060000.wav,SWIFT_20200511_060000,2020-05-11 06:00:00,C#1,200511,FALSE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_060000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_062001.wav,SWIFT_20200511_062001,2020-05-11 06:20:01,C#1,200511,FALSE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_062001.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_064003.wav,SWIFT_20200511_064003,2020-05-11 06:40:03,C#1,200511,FALSE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_064003.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_070004.wav,SWIFT_20200511_070004,2020-05-11 07:00:04,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_070004.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_072006.wav,SWIFT_20200511_072006,2020-05-11 07:20:06,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_072006.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_074007.wav,SWIFT_20200511_074007,2020-05-11 07:40:07,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_074007.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_080008.wav,SWIFT_20200511_080008,2020-05-11 08:00:08,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_080008.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_082016.wav,SWIFT_20200511_082016,2020-05-11 08:20:16,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_082016.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_152000.wav,SWIFT_20200511_152000,2020-05-11 15:20:00,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_152000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_150000.wav,SWIFT_20200511_150000,2020-05-11 15:00:00,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_150000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_084016.wav,SWIFT_20200511_084016,2020-05-11 08:40:16,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_084016.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_154003.wav,SWIFT_20200511_154003,2020-05-11 15:40:03,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_154003.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_162005.wav,SWIFT_20200511_162005,2020-05-11 16:20:05,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_162005.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_160004.wav,SWIFT_20200511_160004,2020-05-11 16:00:04,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_160004.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_164007.wav,SWIFT_20200511_164007,2020-05-11 16:40:07,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_164007.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_170009.wav,SWIFT_20200511_170009,2020-05-11 17:00:09,C#1,200511,TRUE,FALSE,MEGASURVEY Acoustics - #2,14,1,0,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-11/SWIFT_20200511_170009.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_010000.wav,SWIFT_20200508_010000,2020-05-08 01:00:00,C#1,200508,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_010000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_012000.wav,SWIFT_20200508_012000,2020-05-08 01:20:00,C#1,200508,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_012000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_014006.wav,SWIFT_20200508_014006,2020-05-08 01:40:06,C#1,200508,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_014006.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_060000.wav,SWIFT_20200508_060000,2020-05-08 06:00:00,C#1,200508,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_060000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_064002.wav,SWIFT_20200508_064002,2020-05-08 06:40:02,C#1,200508,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_064002.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_072005.wav,SWIFT_20200508_072005,2020-05-08 07:20:05,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_072005.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_074006.wav,SWIFT_20200508_074006,2020-05-08 07:40:06,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_074006.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_070003.wav,SWIFT_20200508_070003,2020-05-08 07:00:03,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_070003.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_080011.wav,SWIFT_20200508_080011,2020-05-08 08:00:11,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_080011.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_062002.wav,SWIFT_20200508_062002,2020-05-08 06:20:02,C#1,200508,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_062002.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_082013.wav,SWIFT_20200508_082013,2020-05-08 08:20:13,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_082013.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_084013.wav,SWIFT_20200508_084013,2020-05-08 08:40:13,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_084013.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_150000.wav,SWIFT_20200508_150000,2020-05-08 15:00:00,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_150000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_152001.wav,SWIFT_20200508_152001,2020-05-08 15:20:01,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_152001.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_154003.wav,SWIFT_20200508_154003,2020-05-08 15:40:03,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_154003.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_160004.wav,SWIFT_20200508_160004,2020-05-08 16:00:04,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_160004.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_162005.wav,SWIFT_20200508_162005,2020-05-08 16:20:05,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_162005.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_164007.wav,SWIFT_20200508_164007,2020-05-08 16:40:07,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_164007.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_170008.wav,SWIFT_20200508_170008,2020-05-08 17:00:08,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_170008.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_172010.wav,SWIFT_20200508_172010,2020-05-08 17:20:10,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_172010.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_174011.wav,SWIFT_20200508_174011,2020-05-08 17:40:11,C#1,200508,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-08/SWIFT_20200508_174011.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_012000.wav,SWIFT_20200505_012000,2020-05-05 01:20:00,C#1,200505,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_012000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_010000.wav,SWIFT_20200505_010000,2020-05-05 01:00:00,C#1,200505,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_010000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_014002.wav,SWIFT_20200505_014002,2020-05-05 01:40:02,C#1,200505,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_014002.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_060000.wav,SWIFT_20200505_060000,2020-05-05 06:00:00,C#1,200505,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_060000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_062000.wav,SWIFT_20200505_062000,2020-05-05 06:20:00,C#1,200505,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_062000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_064002.wav,SWIFT_20200505_064002,2020-05-05 06:40:02,C#1,200505,FALSE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_064002.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_070002.wav,SWIFT_20200505_070002,2020-05-05 07:00:02,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_070002.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_074004.wav,SWIFT_20200505_074004,2020-05-05 07:40:04,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_074004.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_072002.wav,SWIFT_20200505_072002,2020-05-05 07:20:02,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_072002.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_080004.wav,SWIFT_20200505_080004,2020-05-05 08:00:04,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_080004.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_082006.wav,SWIFT_20200505_082006,2020-05-05 08:20:06,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_082006.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_084006.wav,SWIFT_20200505_084006,2020-05-05 08:40:06,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_084006.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_150000.wav,SWIFT_20200505_150000,2020-05-05 15:00:00,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_150000.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_154001.wav,SWIFT_20200505_154001,2020-05-05 15:40:01,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_154001.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_160003.wav,SWIFT_20200505_160003,2020-05-05 16:00:03,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_160003.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_152001.wav,SWIFT_20200505_152001,2020-05-05 15:20:01,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_152001.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_162003.wav,SWIFT_20200505_162003,2020-05-05 16:20:03,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_162003.wav
/content/drive/MyDrive/Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_164003.wav,SWIFT_20200505_164003,2020-05-05 16:40:03,C#1,200505,TRUE,FALSE,MEGASURVEY Acoustics - #2,13,2,1,Colab Notebooks/Mega Survey 2020 Data /MEGASURVEY Acoustics - #2/C#1/SWIFT_003/SWIFT_2020-05-05/SWIFT_20200505_164003.wav
