project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by,days,colours,nearestCam_dist_m,over100
megasurvey,MS#175,MS175S,-82.92136,8.96145,2020-02-09,2020-05-05,None,NA,NA,NA,MS175S,MS#175,NA,needs extracting ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,#1AE4B6FF,1641.601563,Yes
megasurvey,MS#176,SITE_40,-82.90578,8.96667,2019-10-07,2020-04-22,None,NA,NA,NA,SITE_40,MS#176,NA,extracted ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,#1AE4B6FF,1190.285151,Yes
megasurvey,MS#178,SITE_39,-82.91441,8.97452,2019-10-01,2020-05-07,None,NA,NA,NA,SITE_39,MS#178,NA,extracted ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,#1AE4B6FF,1006.4532,Yes
megasurvey,MS#179,SITE_38,-82.91911,8.98229,2019-10-01,2020-05-07,None,NA,NA,NA,SITE_38,MS#179,NA,extracted ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,#1AE4B6FF,1006.4532,Yes
megasurvey,MS#181,SITE_37,-82.92306,8.99058,2019-10-01,2020-05-07,None,NA,NA,NA,SITE_37,MS#181,NA,extracted ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,#1AE4B6FF,1015.131317,Yes
megasurvey,MS#182,SITE_36,-82.92461,8.99958,2019-10-01,2020-02-23,None,NA,NA,NA,SITE_36,MS#182,NA,extracted ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,#1AE4B6FF,1015.131317,Yes
megasurvey,MS#183,SITE_35,-82.93403,9.00392,2019-10-01,2020-05-07,None,NA,NA,NA,SITE_35,MS#183,NA,extracted ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,#1AE4B6FF,1141.576956,Yes
megasurvey,MS#184,PILA01,-82.9876,9.05387,2020-01-01,2020-09-26,None,NA,NA,NA,PILA01,MS#184,NA,extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,#1AE4B6FF,1022.89107,Yes
megasurvey,MS#185,PILA02,-82.98378,9.06226,2020-01-01,2020-09-26,None,NA,NA,NA,PILA02,MS#185,NA,extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,#1AE4B6FF,1022.89107,Yes
megasurvey,MS#186,PILA03,-82.97914,9.07037,2020-02-02,2020-09-26,None,NA,NA,NA,PILA03,MS#186,NA,extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,#1AE4B6FF,1035.769717,Yes
megasurvey,MS#187,PILA04,-82.9766,9.07984,2020-01-01,2020-09-26,None,NA,NA,NA,PILA04,MS#187,NA,extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,#1AE4B6FF,714.0598843,Yes
megasurvey,MS#188,PILA05,-82.97786,9.08614,2020-01-01,2020-09-26,None,NA,NA,NA,PILA05,MS#188,NA,extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,#1AE4B6FF,714.0598843,Yes
megasurvey,MS#189,PILA06,-82.97634,9.09537,2020-01-01,2020-09-26,None,NA,NA,NA,PILA06,MS#189,NA,extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,#1AE4B6FF,777.325385,Yes
megasurvey,MS#190,PILA07,-82.97227,9.10109,2020-01-01,2020-09-26,None,NA,NA,NA,PILA07,MS#190,NA,extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,#1AE4B6FF,503.1602331,Yes
megasurvey,MS#191,PILA08,-82.96771,9.10154,2020-01-01,2020-09-26,None,NA,NA,NA,PILA08,MS#191,NA,extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,#1AE4B6FF,503.1602331,Yes
megasurvey,MS#192,PILA09,-82.96246,9.10932,2020-01-01,2020-08-31,None,NA,NA,NA,PILA09,MS#192,NA,extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,#1AE4B6FF,864.4773963,Yes
megasurvey,MS#193,PILA10,-82.96339,9.11704,2020-01-01,2020-09-27,None,NA,NA,NA,PILA10,MS#193,NA,extracted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,#1AE4B6FF,864.4773963,Yes
