"name","id","dttm"
"SWIFT_20200325_072735.wav","1ZQVCEWJ19gRlqygkF6uCJ7fxowyVuusS",2020-03-25 07:27:35
"SWIFT_20200325_072239.wav","1KSRYVcJd-n4RGq7zCGmoLGY83OUkBjUp",2020-03-25 07:22:39
"SWIFT_20200325_071801.wav","1mRiuBNJajBGXYkuKjAADwtUCgblUa9pL",2020-03-25 07:18:01
"SWIFT_20200325_071418.wav","1gj0MRQh7ACY11xbkgYv5McIkHbpMKUtQ",2020-03-25 07:14:18
"SWIFT_20200325_071107.wav","1IFOcBOaCQgquw6UrlqJUa48akHo3MaKe",2020-03-25 07:11:07
"SWIFT_20200325_070739.wav","1e0uOWEp0MiA-6cRd6EmUbGY1Ub6qdP5f",2020-03-25 07:07:39
"SWIFT_20200325_070419.wav","1KpTtqUw05xFgV8mx_DYluEl-LEMq3_ty",2020-03-25 07:04:19
"SWIFT_20200325_070107.wav","1N6_wvSz0Jjl8_wZFEeSRDCreB_FAXQm0",2020-03-25 07:01:07
"SWIFT_20200325_065815.wav","1WxUKvrb9iExqxdUbda41zZ0DmduqCkS7",2020-03-25 06:58:15
"SWIFT_20200325_060000.wav","17qJZZmnGhl-kllW_PlApmsfUgGltaRHQ",2020-03-25 06:00:00
"SWIFT_20200325_010000.wav","1-h8blX0Q3l8kVSVWKTAfMMfWwUtMG6Uu",2020-03-25 01:00:00
"SWIFT_20200324_150000.wav","1ooLcWCyooTBrQpN_hNy6BZiDDzHWWodQ",2020-03-24 15:00:00
"SWIFT_20200324_060000.wav","1y-pkTGAIEm5GU29iDZKqRG5MTJrIkj9m",2020-03-24 06:00:00
"SWIFT_20200324_010000.wav","1qjZJ_N5JHFbUI8SaPf8KG1GSTOFpxqC4",2020-03-24 01:00:00
"SWIFT_20200323_150000.wav","1Ls1c_kWyXxxDXUlrClgOIrBYyzFaicXB",2020-03-23 15:00:00
"SWIFT_20200323_060000.wav","1g_x6j52e37ziM2AfsyyrsQsGQ-V7biMG",2020-03-23 06:00:00
"SWIFT_20200323_010000.wav","1zEMC4nLu4n6H10lkSKdxx2AsobWtVzTn",2020-03-23 01:00:00
"SWIFT_20200322_150000.wav","1eKqJ3JhxBzSZ0uCgYI9spv3qLvQ_jbrZ",2020-03-22 15:00:00
"SWIFT_20200322_060000.wav","1mZ0PMTp7KbfOFBcWff0iMkVvqVv-BshG",2020-03-22 06:00:00
"SWIFT_20200322_010000.wav","1vMCRzpxBg6UF5CkIBio7zwM2dSGu7eUt",2020-03-22 01:00:00
"SWIFT_20200321_150000.wav","1N7L24uWOUCpqg1seD1_I3pVMFJZpTG7I",2020-03-21 15:00:00
"SWIFT_20200321_060000.wav","17XXVzaiiQABIDdHbQulm_-bTVt88_UjS",2020-03-21 06:00:00
"SWIFT_20200321_010000.wav","1Y4uV5fEdVhJecg0RvzmwInHdKkG8vMt8",2020-03-21 01:00:00
"SWIFT_20200320_150000.wav","18tRWqOavILQ0wFVsSufCRzp88WtL9AS7",2020-03-20 15:00:00
"SWIFT_20200320_060000.wav","16Puj0pNeJsTHTwsm8TR_apTo2jmkOk7A",2020-03-20 06:00:00
"SWIFT_20200320_010000.wav","1HKJ0nqTrcMXH7QBgmQTjM0VP9emm74Q7",2020-03-20 01:00:00
"SWIFT_20200319_150000.wav","1GmiNvlLEJDRRhgdsXbsm6mefJbEL5dEX",2020-03-19 15:00:00
"SWIFT_20200319_060000.wav","1iuXPA9HHOiP1iHqBf3xfc0AKjgdPnYfD",2020-03-19 06:00:00
"SWIFT_20200319_010000.wav","1RhHrCXrrn4AnkL97vagEBQ0Ar_y-BrRG",2020-03-19 01:00:00
"SWIFT_20200318_150000.wav","1ESzw3hSlyCRB-8W2d9EOpRxbgW_YSbB1",2020-03-18 15:00:00
"SWIFT_20200318_060000.wav","1ui8IfHgdlGj9Cs4oYmvdjlamfewnQsAU",2020-03-18 06:00:00
"SWIFT_20200318_010000.wav","1-qW-UtTNpOD2tEDBMUEksjTew8Memjyi",2020-03-18 01:00:00
"SWIFT_20200319_085640.wav","14a9I0m2ry-aAX8Tk7aIyo_ErS8SgVq98",2020-03-19 08:56:40
"SWIFT_20200319_085101.wav","1vB9kFcFU8q8sjUUIErpJkTHGRQNhvJmC",2020-03-19 08:51:01
"SWIFT_20200319_084422.wav","1hzW4qelERjfLMS5nS_8VaP4bVmSjYdIQ",2020-03-19 08:44:22
"SWIFT_20200319_083810.wav","1Y7RUXBc1bM7SS_FkpghYTvLsx_iQyxVk",2020-03-19 08:38:10
"SWIFT_20200319_083138.wav","1Da71rAfSDBjYCG8sKODFSa3mNN0OfDd8",2020-03-19 08:31:38
"SWIFT_20200319_082551.wav","1fVvX67T9YH7wfPZJnxMP7ArM6vhzINwX",2020-03-19 08:25:51
